_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
3947,80,826229,Bon Berger Catholic Elementary School,,FS,Conseil scolaire de district catholique Centre-Sud,343 Jones Ave,French Separate,826229,343,Jones Ave,343 Jones Ave,M4J 3G4,former Toronto,Toronto,St. William,102003,1141641,343,,,,3752,317958.789,4836748.415,43.67256404,-79.33662063,"{u'type': u'Point', u'coordinates': (-79.3366206237, 43.6725640378)}"
3948,81,308612,Bond Academy School,,PR,,1500 Birchmount Rd,Priv,308612,1500,Birchmount Rd,1500 Birchmount Rd,M1P 2G5,Scarborough,Toronto,,113001,109545,1500,,,,7365,321669.498,4846084.23,43.75653182,-79.29031492,"{u'type': u'Point', u'coordinates': (-79.2903117143, 43.756523217)}"
3949,82,6361762,Bowmore Road Jr and Sr Public School,,EP,Toronto District School Board,80 Bowmore Rd,English Public,6361762,80,Bowmore Rd,80 Bowmore Rd,M4L 3J2,former Toronto,Toronto,Bowmore Public School - Building Grounds,102001,6355883,80,,,,3044,319742.33,4837140.935,43.67606366,-79.31449172,"{u'type': u'Point', u'coordinates': (-79.3144917154, 43.6760636648)}"
3950,83,1003702,Boys Leadership Academy,,EP,Toronto District School Board,45 Golfdown Dr,English Public,1003702,45,Golfdown Dr,45 Golfdown Dr,M9W 2H8,Etobicoke,Toronto,The Elms Pool And Community School - Building Grounds,106007,907618,45,,,,1690,300585.337,4842254.301,43.7222273,-79.55211379,"{u'type': u'Point', u'coordinates': (-79.5521137886, 43.7222272978)}"
3951,84,1035925,Braeburn Jr School,,EP,Toronto District School Board,15 Tandridge Cres,English Public,1035925,15,Tandridge Cres,15 Tandridge Cres,M9W 2N8,Etobicoke,Toronto,Braeburn Public School,102001,907479,15,,,,2579,300847.586,4842898.753,43.72803842,-79.5488671,"{u'type': u'Point', u'coordinates': (-79.5488638133, 43.7280298274)}"
3952,85,7795750,Braemar College Private Secondary School,,PR,,229 College St,Priv,7795750,229,College St,229 College St,M5T 1R4,former Toronto,Toronto,,104008,7795746,229,,,,9765,313050.482,4835136.652,43.65813552,-79.39751642,"{u'type': u'Point', u'coordinates': (-79.3975131902, 43.6581269362)}"
3953,86,11467213,Brain Public School,,EP,Toronto District School Board,95 Brian Dr,English Public,11467213,95,Brian Dr,95 Brian Dr,M2J 3Y6,North York,Toronto,Brian Public School,102001,11467035,95,,,,5028,318322.519,4848875.872,43.78172812,-79.33180984,"{u'type': u'Point', u'coordinates': (-79.3318066045, 43.7817195179)}"
3954,87,801469,Branksome Hall Girls School,,PR,,10 Elm Ave,Priv,801469,10,Elm Ave,10 Elm Ave,M4W 1N4,former Toronto,Toronto,,102001,1141270,10,,,,3384,314459.578,4837008.746,43.67496943,-79.38001343,"{u'type': u'Point', u'coordinates': (-79.3800101967, 43.674960844)}"
3955,88,565242,Brebeuf College School,,ES,Toronto Catholic District School Board,211 Steeles Ave E,English Separate,565242,211,Steeles Ave E,211 Steeles Ave E,M2M 3Y6,North York,Toronto,Brebeuf College,102004,14228166,211,,,,6792,312586.416,4851066.111,43.80152478,-79.40304141,"{u'type': u'Point', u'coordinates': (-79.40303816, 43.8015161658)}"
3956,89,8344927,Briarcrest Jr School,,EP,Toronto District School Board,60 Wellesworth Dr,English Public,8344927,60,Wellesworth Dr,60 Wellesworth Dr,M9C 4R3,Etobicoke,Toronto,Briar Crest Park,102001,8344924,60,,,,2752,298326.459,4836061.171,43.66646577,-79.58007529,"{u'type': u'Point', u'coordinates': (-79.5800752804, 43.6664657716)}"
3957,90,312084,Bridlewood Jr Public School,,EP,Toronto District School Board,60 Bridlewood Blvd,English Public,312084,60,Bridlewood Blvd,60 Bridlewood Blvd,M1T 1P7,Scarborough,Toronto,Bridlewood Public School,102001,14198001,60,,,,7427,319667.836,4848776.136,43.78080488,-79.31509861,"{u'type': u'Point', u'coordinates': (-79.3150953884, 43.7807962712)}"
3958,91,14069873,Bright Start Academy,,PR,,4630 Dufferin St,Priv,14069873,4630,Dufferin St,4630 Dufferin St,M3H 5S4,North York,Toronto,,115001,10280130,4630,,,,557,307337.12,4847921.143,43.77325318,-79.46829318,"{u'type': u'Point', u'coordinates': (-79.4682899064, 43.7732445762)}"
3959,92,4709520,Brighton School,,PR,,240 The Donway W,Priv,4709520,240,The Donway W,240 The Donway W,M3B 2V8,North York,Toronto,,100001,30004508,240,,,,6882,317107.374,4844161.635,43.73931545,-79.34701324,"{u'type': u'Point', u'coordinates': (-79.347010013, 43.7393068511)}"
3960,93,313306,Brimwood Boulevard Jr Public School,,EP,Toronto District School Board,151 Brimwood Blvd,English Public,313306,151,Brimwood Blvd,151 Brimwood Blvd,M1V 1E5,Scarborough,Toronto,Brimwood Boulevard Junior Public School,102001,103922,151,,,,7438,322959.249,4852217.579,43.8117085,-79.27409287,"{u'type': u'Point', u'coordinates': (-79.2740896574, 43.8116998848)}"
3961,94,7515119,Broadacres Jr School,,EP,Toronto District School Board,45 Crendon Dr,English Public,7515119,45,Crendon Dr,45 Crendon Dr,M9C 3G6,Etobicoke,Toronto,Broadacres Public School,102001,7515109,45,,,,1409,298974.187,4834016.525,43.6480753,-79.57202403,"{u'type': u'Point', u'coordinates': (-79.572020732, 43.6480667176)}"
3962,95,492477,Broadlands Public School,,EP,Toronto District School Board,106 Broadlands Blvd,English Public,492477,106,Broadlands Blvd,106 Broadlands Blvd,M3A 1J7,North York,Toronto,Broadlands Public School,102001,441603,106,,,,5039,319553.004,4844899.335,43.74591128,-79.31663102,"{u'type': u'Point', u'coordinates': (-79.316627804, 43.7459026749)}"
3963,96,9780839,Brock Jr Public School,,EP,Toronto District School Board,93 Margueretta St,English Public,9780839,93,Margueretta St,93 Margueretta St,M6H 3S4,former Toronto,Toronto,Brock Junior Public School,102001,14017889,93,,,,3919,309797.949,4834569.413,43.65305827,-79.43784738,"{u'type': u'Point', u'coordinates': (-79.4378441315, 43.6530496924)}"
3964,97,788987,Brockton Learning Centre,,EP,Toronto District School Board,90 Croatia St,English Public,788987,90,Croatia St,90 Croatia St,M6H 1K9,former Toronto,Toronto,Ursula Franklin Academy,102002,1144293,90,,,,3241,309774.14,4835137.405,43.65817111,-79.43813729,"{u'type': u'Point', u'coordinates': (-79.4381340329, 43.6581625281)}"
3965,98,493354,Brookhaven Public School,,EP,Toronto District School Board,70 Brookhaven Dr,English Public,493354,70,Brookhaven Dr,70 Brookhaven Dr,M6M 4N8,North York,Toronto,Brookhaven Public School,102001,446535,70,,,,5048,305131.24,4840062.047,43.70251489,-79.49569768,"{u'type': u'Point', u'coordinates': (-79.495694399, 43.7025063022)}"
3966,99,536834,Brooklyn College Secondary School,,PR,,150 Lesmill Rd,Priv,536834,150,Lesmill Rd,150 Lesmill Rd,M3B 2T5,North York,Toronto,,113001,440167,150,,,,6048,316166.245,4846392.154,43.75940788,-79.35865026,"{u'type': u'Point', u'coordinates': (-79.3586470251, 43.7593992803)}"
3967,100,6242368,Brookmill Boulevard Jr Public School,,EP,Toronto District School Board,25 Brookmill Blvd,English Public,6242368,25,Brookmill Blvd,25 Brookmill Blvd,M1W 2L5,Scarborough,Toronto,Brookmill Boulevard Junior Public School,102001,6242369,25,,,,7452,319681.117,4851045.258,43.801229,-79.31487123,"{u'type': u'Point', u'coordinates': (-79.3148680046, 43.8012203828)}"
3968,101,14248664,Brookside Public School,,EP,Toronto District School Board,75 Oasis Blvd,English Public,14248664,75,Oasis Blvd,75 Oasis Blvd,M1X 0A3,Scarborough,Toronto,Brookside Public School,102001,14248995,75,,,,16908,326209.328,4854323.775,43.83057174,-79.23360753,"{u'type': u'Point', u'coordinates': (-79.2336075233, 43.8305717395)}"
3969,102,531083,Brookview Middle School,,EP,Toronto District School Board,4505 Jane St,English Public,531083,4505,Jane St,4505 Jane St,M3N 2K7,North York,Toronto,Brookview Middle School,102001,439448,4505,,,,694,303395.784,4847277.858,43.76746583,-79.51724994,"{u'type': u'Point', u'coordinates': (-79.5172466552, 43.7674572381)}"
3970,103,7992855,Brown Jr Public School,,EP,Toronto District School Board,454 Avenue Rd,English Public,7992855,454,Avenue Rd,454 Avenue Rd,M4V 2J1,former Toronto,Toronto,Brown Public School  And City Community Centre - Building Grounds,106007,7992854,454,,,,2924,312740.597,4838112.116,43.68491291,-79.40131228,"{u'type': u'Point', u'coordinates': (-79.4013122747, 43.6849129182)}"
3971,104,8392356,Bruce Jr Public School,,EP,Toronto District School Board,51 Larchmount Ave,English Public,8392356,51,Larchmount Ave,51 Larchmount Ave,M4M 2Y6,former Toronto,Toronto,Bruce Junior Public School,102001,14037200,51,,,,3817,318226.213,4835468.197,43.6610444,-79.33333928,"{u'type': u'Point', u'coordinates': (-79.3333360559, 43.661035816)}"
3972,105,314022,Buchanan Public School,,EP,Toronto District School Board,4 Bucannan Rd,English Public,314022,4,Bucannan Rd,4 Bucannan Rd,M1R 3V3,Scarborough,Toronto,Buchanan Public School,102001,109942,4,,,,7464,320899.38,4845527.108,43.75153421,-79.29989528,"{u'type': u'Point', u'coordinates': (-79.2998920672, 43.7515256097)}"
3973,106,6765660,Burnhamthorpe Collegiate and Adult Learning Centre,,EP,Toronto District School Board,500 The East Mall,English Public,6765660,500,The East Mall,500 The East Mall,M9B 2C4,Etobicoke,Toronto,Burnhamthorpe Collegiate Institute,102002,6765661,500,,,,2597,299795.728,4834188.531,43.64962968,-79.56184169,"{u'type': u'Point', u'coordinates': (-79.5618384065, 43.6496211027)}"
3974,107,8120790,Burooj Academy School,,PR,,15 Bethridge Rd,Priv,8120790,15,Bethridge Rd,15 Bethridge Rd,M9W 1M6,Etobicoke,Toronto,,115001,30107530,15,,,,1165,299293.498,4840612.678,43.70744215,-79.56813029,"{u'type': u'Point', u'coordinates': (-79.5681302842, 43.7074421543)}"
3975,108,314663,Burrows Hall Jr Public School,,EP,Toronto District School Board,151 Burrows Hall Blvd,English Public,314663,151,Burrows Hall Blvd,151 Burrows Hall Blvd,M1B 1M5,Scarborough,Toronto,Burrows Hall Junior Public School,102001,30063088,151,,,,7479,326608.196,4850117.363,43.79269796,-79.22881801,"{u'type': u'Point', u'coordinates': (-79.2288180081, 43.7926979605)}"
3976,109,312706,C D Farquharson Jr Public School,,EP,Toronto District School Board,1965 Brimley Rd,English Public,312706,1965,Brimley Rd,1965 Brimley Rd,M1S 2B1,Scarborough,Toronto,C. D. Farquharson Junior Public School,102001,20050591,1965,,,,7435,323609.992,4849193.869,43.78447577,-79.26610875,"{u'type': u'Point', u'coordinates': (-79.2661055358, 43.7844671598)}"
3977,110,8837557,C R Marchant Middle School,,EP,Toronto District School Board,1 Ralph St,English Public,8837557,1,Ralph St,1 Ralph St,M9N 3A8,York,Toronto,C. R. Marchant Middle School,102001,8837555,1,,,,829,303741.773,4839974.99,43.70173006,-79.51293668,"{u'type': u'Point', u'coordinates': (-79.5129333967, 43.7017214782)}"
3978,111,10071193,C W Jefferys Collegiate Institute,,EP,Toronto District School Board,340 Sentinel Rd,English Public,10071193,340,Sentinel Rd,340 Sentinel Rd,M3J 1T9,North York,Toronto,C. W. Jeffreys Collegiate Institute,102002,30024038,340,,,,6678,304777.064,4846191.089,43.75768505,-79.50009387,"{u'type': u'Point', u'coordinates': (-79.5000905943, 43.7576764576)}"
3979,112,3841913,CALC Secondary School,,EP,Toronto District School Board,1 Danforth Ave,English Public,3841913,1,Danforth Ave,1 Danforth Ave,M4K 1M8,former Toronto,Toronto,City Adult Learning Centre (Calc),102002,3841911,1,,,,86,316068.495,4837005.695,43.67491945,-79.3600608,"{u'type': u'Point', u'coordinates': (-79.3600575652, 43.6749108578)}"
3980,113,495446,Calico Public School,,EP,Toronto District School Board,35 Calico Dr,English Public,495446,35,Calico Dr,35 Calico Dr,M3L 1V5,North York,Toronto,Calico Public School,102001,442948,35,,,,5092,304494.976,4843994.702,43.73790617,-79.50359204,"{u'type': u'Point', u'coordinates': (-79.5035920383, 43.7379061765)}"
3981,114,495911,Cameron Public School,,EP,Toronto District School Board,211 Cameron Ave,English Public,495911,211,Cameron Ave,211 Cameron Ave,M2N 1E8,North York,Toronto,Cameron Public School,102001,440741,211,,,,484,311125.817,4845825.697,43.7543693,-79.42125481,"{u'type': u'Point', u'coordinates': (-79.4212515543, 43.7543606985)}"
3982,115,30064074,Canada Imperial Elite Academy,,PR,,716 Gordon Baker Rd,Priv,30064074,716,Gordon Baker Rd,716 Gordon Baker Rd,M2H 3B4,North York,Toronto,,112001,9246755,716,,,,5721,317484.748,4852122.175,43.81095454,-79.34213862,"{u'type': u'Point', u'coordinates': (-79.3421386189, 43.8109545486)}"
3983,116,9668636,Canada International College School,,PR,,2347 Kennedy Rd,Priv,9668636,2347,Kennedy Rd,2347 Kennedy Rd,M1T 3T8,Scarborough,Toronto,,115001,9668534,2347,,,,8224,321824.608,4849143.501,43.78405652,-79.28828924,"{u'type': u'Point', u'coordinates': (-79.2882892371, 43.7840565219)}"
3984,117,481933,Canadian Advanced Senior High,,PR,,217 Alfred Ave,Priv,481933,217,Alfred Ave,217 Alfred Ave,M2N 3J7,North York,Toronto,,100001,438990,217,,,,4771,313196.262,4847364.267,43.76819805,-79.39551992,"{u'type': u'Point', u'coordinates': (-79.3955166824, 43.7681894474)}"
3985,118,3369840,Canadian Imperial Academy,,PR,,3850 Finch Ave E,Priv,3369840,3850,Finch Ave E,3850 Finch Ave E,M1T 3T6,Scarborough,Toronto,,101007,3369767,3850,,,,5589,320827.158,4850983.75,43.8006516,-79.30063089,"{u'type': u'Point', u'coordinates': (-79.3006276774, 43.8006429947)}"
3986,119,7794398,Canadian Martyrs Catholic Elementary School,,ES,Toronto Catholic District School Board,520 Plains Rd,English Separate,7794398,520,Plains Rd,520 Plains Rd,M4C 2Z1,East York,Toronto,Canadian Martyrs Catholic School,102003,7794394,520,,,,290,319346.181,4839599.347,43.69820851,-79.31934185,"{u'type': u'Point', u'coordinates': (-79.3193386362, 43.6981999204)}"
3987,120,536810,Canadian Memorial Chiropractic College School,,PR,,6100 Leslie St,Priv,536810,6100,Leslie St,6100 Leslie St,M2H 3J1,North York,Toronto,Shaarei Zion,109001,436356,6100,,,,225,315079.264,4851297.85,43.80358095,-79.37205665,"{u'type': u'Point', u'coordinates': (-79.3720534029, 43.8035723454)}"
3988,121,14129930,Canadian Tamil Academy,,PR,,8 Milner Ave,Priv,14129930,8,Milner Ave,8 Milner Ave,M1S 3P8,Scarborough,Toronto,,112001,106730,8,,,,8507,324417.682,4849358.808,43.78593097,-79.25606475,"{u'type': u'Point', u'coordinates': (-79.2560647527, 43.7859309725)}"
3989,122,999333,Can-AIM High School,,PR,,2 Elmhurst Dr,Priv,999333,2,Elmhurst Dr,2 Elmhurst Dr,M9W 2J3,Etobicoke,Toronto,,100001,907562,2,,,,1544,300639.483,4842577.171,43.72514259,-79.55144757,"{u'type': u'Point', u'coordinates': (-79.5514442755, 43.7251340041)}"
3990,123,9135228,Cardinal Carter Academy for the Arts,,ES,Toronto Catholic District School Board,36 Greenfield Ave,English Separate,9135228,36,Greenfield Ave,36 Greenfield Ave,M2N 3C8,North York,Toronto,Cardinal Carter Academy For The Arts,102004,20040806,36,,,,5748,312049.907,4846908.065,43.76410361,-79.40976483,"{u'type': u'Point', u'coordinates': (-79.4097615824, 43.7640950103)}"
3991,124,365821,Cardinal Leger Catholic Elementary School,,ES,Toronto Catholic District School Board,600 Morrish Rd,English Separate,365821,600,Morrish Rd,600 Morrish Rd,M1C 4Y1,Scarborough,Toronto,Cardinal Leger Catholic School,102003,13974899,600,,,,8538,330882.114,4850176.868,43.79310442,-79.17571109,"{u'type': u'Point', u'coordinates': (-79.1757079145, 43.7930958018)}"
3992,125,562299,Career Learning Institute Secondary School,,PR,,2300 Sheppard Ave W,Priv,562299,2300,Sheppard Ave W,2300 Sheppard Ave W,M9M 3A4,North York,Toronto,,104008,443326,2300,,,,6699,302132.534,4843691.739,43.73518241,-79.53292214,"{u'type': u'Point', u'coordinates': (-79.5329188496, 43.7351738153)}"
3993,126,8714071,Carleton Village Jr and Sr Public School,,EP,Toronto District School Board,315 Osler St,English Public,8714071,315,Osler St,315 Osler St,M6N 2Z4,former Toronto,Toronto,Carleton Village North Public School,102002,14012998,315,,,,4124,308007.325,4836712.822,43.67236139,-79.46003206,"{u'type': u'Point', u'coordinates': (-79.4600288034, 43.6723528079)}"
3994,127,497128,Cassandra Public School,,EP,Toronto District School Board,45 Cassandra Blvd,English Public,497128,45,Cassandra Blvd,45 Cassandra Blvd,M3A 1S5,North York,Toronto,Cassandra Public School,102001,30100005,45,,,,5139,318563.9,4845177.458,43.748425,-79.32890148,"{u'type': u'Point', u'coordinates': (-79.3289014754, 43.7484250053)}"
3995,128,14078198,Cathedral Christian Academy School,,PR,,1111 Arrow Rd,Priv,14078198,1111,Arrow Rd,1111 Arrow Rd,M9M 3B3,North York,Toronto,,115001,441458,1111,,,,4829,302007.188,4845604.144,43.75239611,-79.53448867,"{u'type': u'Point', u'coordinates': (-79.5344853865, 43.7523875173)}"
3996,129,337054,Cedar Drive Jr Public School,,EP,Toronto District School Board,21 Gatesview Ave,English Public,337054,21,Gatesview Ave,21 Gatesview Ave,M1J 3G4,Scarborough,Toronto,Cedar Drive Junior Public School,102001,110162,21,,,,7957,327733.904,4844916.77,43.74586142,-79.21505413,"{u'type': u'Point', u'coordinates': (-79.2150509393, 43.7458528095)}"
3997,130,360056,Cedarbrae Collegiate Institute,,EP,Toronto District School Board,550 Markham Rd,English Public,360056,550,Markham Rd,550 Markham Rd,M1H 2A2,Scarborough,Toronto,Cedarbrae Collegiate Institute,102002,109476,550,,,,8429,326854.293,4846079.025,43.75634951,-79.22592805,"{u'type': u'Point', u'coordinates': (-79.225924856, 43.7563408988)}"
3998,131,367221,Cedarbrook Jr Public School,,EP,Toronto District School Board,56 Nelson St,English Public,367221,56,Nelson St,56 Nelson St,M1J 2V6,Scarborough,Toronto,Cedarbrook Junior Public School,102001,110186,56,,,,4050,326513.893,4845072.766,43.747302,-79.23019594,"{u'type': u'Point', u'coordinates': (-79.2301927515, 43.7472933923)}"
3999,132,51217,Cedarvale Community School,,EP,Toronto District School Board,145 Ava Rd,English Public,51217,145,Ava Rd,145 Ava Rd,M6C 1W4,York,Toronto,Cedarvale Community School,102001,7630,145,,,,418,310400.28,4839355.972,43.69613887,-79.43033081,"{u'type': u'Point', u'coordinates': (-79.4303275599, 43.6961302796)}"
4000,133,11048263,Centennial College - Ashtonbee Campus,,C,,75 Ashtonbee Rd,College,11048263,75,Ashtonbee Rd,75 Ashtonbee Rd,M1L 4N4,Scarborough,Toronto,,115001,20362192,75,,,,7247,321719.015,4843215.671,43.73070998,-79.28978994,"{u'type': u'Point', u'coordinates': (-79.2897867296, 43.7307013783)}"
4001,134,6387861,Centennial College - Carlaw Campus,,C,,951 Carlaw Ave,College,6387861,951,Carlaw Ave,951 Carlaw Ave,M4K 3M2,East York,Toronto,Centennial College,115001,6387864,951,,,,56,316969.391,4838089.381,43.68465985,-79.34886383,"{u'type': u'Point', u'coordinates': (-79.3488606053, 43.6846512621)}"
4002,135,13494886,Centennial College - Downsview Campus,,C,,65 Carl Hall Rd,College,13494886,65,Carl Hall Rd,65 Carl Hall Rd,M3K 2E1,North York,Toronto,,110001,30110451,65,,,,11506,306701.626,4845047.746,43.74738239,-79.4761937,"{u'type': u'Point', u'coordinates': (-79.476193697, 43.7473823846)}"
4003,136,6786814,Centennial College - Midland Campus,,C,,1163 Ellesmere Rd,College,6786814,1163,Ellesmere Rd,1163 Ellesmere Rd,M1P 2X6,Scarborough,Toronto,,115001,108388,1163,,,,7835,323257.846,4847344.75,43.76784017,-79.27054689,"{u'type': u'Point', u'coordinates': (-79.2705436867, 43.7678315544)}"
4004,137,14198162,Centennial College - Morningside Campus,,C,,755 Morningside Ave,College,14198162,755,Morningside Ave,755 Morningside Ave,M1C 5J9,Scarborough,Toronto,Centennial HP Science and Technology Cen,102006,30075982,755,,,,4015,329499.212,4849450.727,43.78660651,-79.19292513,"{u'type': u'Point', u'coordinates': (-79.1929251222, 43.7866065173)}"
